"variable","CI_95%_low","Estimacion_puntual","CI_95%_high","Ciclo"
"Media de edad",37.75588749999999,38.23545,38.708705,"1"
"Media de edad",37.94287,38.4155,38.895995,"2"
"Media de edad",38.3228975,38.784499999999994,39.257729999999995,"3"
"Media de edad",39.607795,40.061049999999994,40.5134275,"4"
